2025-05-06 19:00:34,065 - INFO - Инициализация ModelTrainer
2025-05-06 19:00:34,065 - INFO - Устройство: cuda
2025-05-06 19:00:34,066 - INFO - Количество классов: 7 (['gasolinecan', 'hammer', 'pliers', 'rope', 'screwdriver', 'toolbox', 'wrench'])
2025-05-06 19:00:34,066 - INFO - Размер train_loader: 168 батчей
2025-05-06 19:00:34,066 - INFO - Размер test_loader: 1 батчей
2025-05-06 19:00:43,938 - INFO - 
Начало обучения
2025-05-06 19:00:44,014 - INFO - Метки в батче: [5, 4, 0, 6, 2, 4, 3, 1, 1, 0, 6, 6, 3, 4, 4, 1, 1, 5, 1, 4, 1, 5, 1, 4, 1, 6, 6, 5, 4, 5, 6, 1]
2025-05-06 19:00:44,655 - INFO - Метки в батче: [6, 1, 6, 1, 1, 1, 4, 5, 3, 6, 2, 3, 5, 4, 2, 4, 1, 1, 1, 6, 6, 1, 2, 4, 2, 1, 6, 1, 5, 4, 4, 1]
2025-05-06 19:00:44,748 - INFO - Метки в батче: [0, 1, 1, 4, 1, 4, 6, 1, 1, 5, 1, 6, 5, 6, 6, 2, 6, 2, 6, 3, 6, 1, 1, 5, 4, 4, 4, 4, 6, 4, 6, 3]
2025-05-06 19:00:44,841 - INFO - Метки в батче: [5, 4, 4, 1, 4, 3, 6, 6, 2, 4, 1, 1, 1, 6, 4, 6, 6, 6, 4, 0, 1, 6, 1, 4, 6, 1, 1, 6, 6, 6, 4, 1]
2025-05-06 19:00:44,918 - INFO - Метки в батче: [5, 1, 6, 6, 6, 3, 4, 0, 5, 1, 1, 6, 4, 5, 3, 4, 0, 4, 4, 6, 5, 5, 5, 6, 0, 1, 4, 6, 3, 4, 6, 1]
2025-05-06 19:00:44,995 - INFO - Метки в батче: [5, 0, 1, 0, 6, 1, 1, 6, 5, 1, 0, 1, 1, 6, 1, 6, 4, 4, 4, 6, 6, 2, 6, 5, 4, 2, 5, 1, 4, 3, 5, 1]
2025-05-06 19:00:45,082 - INFO - Метки в батче: [3, 4, 4, 1, 1, 5, 3, 1, 4, 4, 4, 2, 4, 6, 4, 3, 6, 2, 6, 6, 4, 4, 4, 6, 1, 1, 3, 1, 3, 1, 4, 1]
2025-05-06 19:00:45,174 - INFO - Метки в батче: [6, 1, 6, 6, 6, 5, 3, 6, 5, 5, 4, 6, 1, 4, 3, 2, 6, 4, 4, 1, 6, 6, 1, 3, 4, 3, 1, 3, 6, 5, 4, 5]
2025-05-06 19:00:45,260 - INFO - Метки в батче: [4, 4, 4, 6, 4, 0, 3, 6, 4, 2, 1, 4, 4, 1, 1, 5, 4, 6, 6, 4, 4, 1, 4, 1, 1, 1, 4, 6, 6, 5, 4, 6]
2025-05-06 19:00:45,348 - INFO - Метки в батче: [5, 6, 4, 4, 6, 4, 4, 1, 1, 1, 0, 1, 4, 1, 3, 6, 6, 6, 1, 0, 1, 1, 6, 1, 6, 3, 1, 4, 6, 4, 3, 1]
2025-05-06 19:00:45,435 - INFO - Метки в батче: [4, 4, 2, 4, 1, 4, 1, 3, 2, 1, 4, 1, 4, 6, 1, 6, 1, 6, 6, 6, 4, 6, 0, 0, 6, 6, 6, 5, 2, 4, 6, 1]
2025-05-06 19:00:45,514 - INFO - Метки в батче: [1, 5, 6, 4, 6, 1, 3, 4, 1, 4, 1, 6, 1, 4, 5, 6, 1, 6, 2, 2, 1, 1, 6, 3, 4, 4, 6, 1, 4, 1, 3, 1]
2025-05-06 19:00:45,604 - INFO - Метки в батче: [1, 1, 3, 5, 6, 6, 6, 1, 1, 4, 1, 2, 6, 4, 4, 4, 2, 4, 6, 4, 4, 4, 6, 4, 6, 6, 2, 6, 1, 6, 6, 6]
2025-05-06 19:00:45,696 - INFO - Метки в батче: [1, 6, 4, 4, 2, 1, 5, 3, 3, 6, 2, 4, 1, 2, 4, 4, 2, 4, 0, 3, 6, 6, 6, 1, 4, 1, 3, 1, 5, 1, 1, 1]
2025-05-06 19:00:45,792 - INFO - Метки в батче: [1, 5, 1, 4, 6, 1, 3, 5, 1, 1, 4, 6, 4, 2, 3, 2, 6, 1, 4, 1, 1, 4, 2, 4, 1, 6, 4, 3, 2, 1, 4, 4]
